diam	0s	2s	5s	7s	10s	20s	30s	60s	120s	180s	240s	300s
-1.72	-0.00321162704824775	-8.6662096230925E-4	9.8934592612515E-5	-0.00101849365966101	0.00130655535426483	1.71462085327385E-4	0.00149329012403067	0.00158483101454956	0.00178025712259037	0.00180624346043231	0.00176129349069593	0.00249917554189629
-0.831708719020139	-0.00323895392416209	-8.39454160982941E-4	1.44542738143107E-4	-9.91312083475762E-4	0.00133460054566305	2.35340117116019E-4	0.0014997294949838	0.00168275453736397	0.00179186244933477	0.00181445863687454	0.00176129349069593	0.00249917554189629
-0.829917931149717	-0.00314978201328374	-8.12830695683155E-4	1.96816689558939E-4	-9.7527495352647E-4	0.00136720308066349	2.93166545893097E-4	0.00153160438120179	0.00171978186942817	0.00182696856273657	0.00181391095844506	0.00173118850872444	0.0025587994481847
-0.828129538279784	-0.00300595635057672	-7.69907149587589E-4	2.46634817753895E-4	-9.56791481720505E-4	0.00140576521883605	3.27122762791265E-4	0.00157571407223072	0.00169866710982131	0.00187832213358052	0.00181938774273988	0.00170108352675294	0.00261052139098911
-0.826338166208675	-0.00290815489993594	-7.44642024354123E-4	2.89787140063608E-4	-9.51898798007163E-4	0.00143766662405153	3.34182966304746E-4	0.00162465329147451	0.00167020808600337	0.00193315730244779	0.00183773497012753	0.00166702536533065	0.0026683493964857
-0.824538431786064	-0.00285781591798849	-7.57138752964222E-4	3.28027815931567E-4	-9.5706329748236E-4	0.00145414317399799	3.30820964631661E-4	0.00167616825909954	0.00167694032819687	0.0019772575440765	0.00186539273081638	0.00164513083298774	0.00274629149085068
-0.822741108235416	-0.00277727354687256	-8.01420639126106E-4	3.64163500467343E-4	-9.6413050729052E-4	0.00146150503674002	3.37208767810523E-4	0.00171770220174723	0.00171978186942817	0.00200423992875722	0.00189003826014308	0.00164725946807664	0.00284937619630113
-0.820940794529897	-0.00265502173357159	-8.43800849195147E-4	3.95387538561363E-4	-9.75003137764619E-4	0.00148429175475108	3.63768581027903E-4	0.0017289711009152	0.00177057969688815	0.00202077751936798	0.00191002852281918	0.00167341127059733	0.00296934236919468
-0.819132080661118	-0.0025529055130496	-8.39454160982941E-4	4.14683292439692E-4	-9.91312083475762E-4	0.00154493948114974	4.13526205789575E-4	0.00168325156714798	0.001805158940882	0.00202106765253659	0.00193220949921321	0.00170047534529897	0.00307386379527857
-0.81732579361543	-0.00250975781423749	-8.12287359656632E-4	4.25208249100598E-4	-0.00101849365966101	0.00165712024674265	4.90852244270553E-4	0.00164139565595264	0.00181127916105789	0.00202106765253659	0.00195959342068732	0.00176129349069593	0.00314569982695137
-0.81551650544231	-0.00251551084074578	-7.56052080911173E-4	4.19594938881447E-4	-0.0010065337661395	0.00180996653986298	5.85660691451577E-4	0.00158891478268464	0.00180118079776766	0.00201149325797247	0.00198369127158454	0.00183032208572148	0.00318089948247106
-0.813698779176743	-0.0025672880793203	-6.71834996799615E-4	4.05561663333573E-4	-9.96476582950959E-4	0.00195965774895101	6.76434736624899E-4	0.00157378226094479	0.00178312614824875	0.00198073914209982	0.00199464484017418	0.00191516339855024	0.00317694850072903
-0.811883495765294	-0.00264351568055503	-5.7104616387901E-4	3.89423396453516E-4	-9.77449479621289E-4	0.00205150575078019	7.49053972763556E-4	0.00160662305280575	0.00176292942166828	0.00194099089800026	0.00199601403624789	0.00199483516902025	0.00317120161819521
-0.810065200235063	-0.0027125519986544	-4.64280634666617E-4	3.8345925434567E-4	-9.43200693627886E-4	0.00204309219336072	7.98811597525228E-4	0.00168099778731439	0.00174334471710539	0.00189747092270877	0.00199464484017418	0.00204835513696958	0.00317084243803684
-0.808238428565661	-0.00276720575048307	-3.76531866382639E-4	3.96440034227454E-4	-8.86934830924436E-4	0.00192530238948819	8.28061012081076E-4	0.00177340276049179	0.00172743214464805	0.00185366081424868	0.00199601403624789	0.00207237830440138	0.00316222211423612
-0.806414115861546	-0.00284199509509071	-3.23284935783075E-4	4.25909912877991E-4	-8.0104105017907E-4	0.00174055469115236	8.54957025465764E-4	0.00185808048852544	0.00171886383640179	0.00181739416817244	0.00200505073033435	0.00207967648184901	0.00313384688172536
-0.804586780028585	-0.0029484260854939	-3.50451737109384E-4	4.65904748189433E-4	-7.19496321623346E-4	0.00156597337469841	9.01688848721658E-4	0.00192086435531845	0.00172467804556889	0.00179592431369531	0.00202558867143993	0.00208849511293157	0.0030867942809797
-0.802750929892096	-0.00305485707589711	-4.04785339761999E-4	5.16775372050478E-4	-6.37951593067622E-4	0.00146606238034224	9.64558280008367E-4	0.00195595892701301	0.00175130100333406	0.00178780058497423	0.00205680634192041	0.00211069373600146	0.0030250152937411
-0.800917554912446	-0.00309512826145507	-4.31952141088308E-4	5.76767625017641E-4	-5.56406864511896E-4	0.00145414317399799	0.0010166693059412	0.00195950058103724	0.0017926124895214	0.00179244271567199	0.00208857169083038	0.002139886445792	0.00295066500095974
-0.799081145775235	-0.0029973268108143	-4.31952141088308E-4	6.39917364983077E-4	-5.02043712141413E-4	0.00149270531217055	0.00103784991648164	0.00193342112867705	0.00183484200873512	0.00182174616570159	0.00211130034565389	0.00215965234304602	0.0028795473296037
-0.797236184052415	-0.0027413171311958	-4.04785339761999E-4	7.00260449838937E-4	-4.74862135956172E-4	0.00153792818330019	0.00102877251196431	0.00189156521748171	0.00187584748391364	0.00189166825933658	0.00212581382403517	0.00215569916359521	0.00283608653044166
-0.795393713758596	-0.00239613554069895	-3.77618538435693E-4	7.53937728809556E-4	-4.20498983585687E-4	0.00157018015340815	9.98514496906536E-4	0.00185453883450122	0.00192083110220651	0.00200453006192583	0.00214498256906705	0.00212650645380467	0.00283895997170857
-0.793548198259929	-0.00207252779960816	-3.50451737109384E-4	7.9042424523403E-4	-3.93317407400445E-4	0.00158385218421478	9.5648947599296E-4	0.0018332889103559	0.00197009887462253	0.00214408411602719	0.0021805816669834	0.0020860623871157	0.00289175945498807
-0.791694091775755	-0.00182514765975208	-3.23284935783075E-4	7.93932564121E-4	-3.66135831215204E-4	0.00158315105442983	9.05723250729362E-4	0.00182556166521215	0.00201661254795937	0.00228711976815189	0.0022339803138579	0.00205656558659817	0.0029829912152125
-0.789842493073598	-0.00164536558136831	-2.89054766111924E-4	7.50429409922588E-4	-3.375951762207E-4	0.00157859371082761	8.51258823625369E-4	0.00182620560230745	0.00205027375892682	0.00240868556579942	0.00230134476068422	0.00205078786278546	0.00309038608256333
-0.787987838100808	-0.00153893459096511	-2.24669446968573E-4	6.69036411744916E-4	-3.30256150650686E-4	0.00157999597039753	8.19319807731052E-4	0.00183361087890355	0.00206802239743694	0.00248295965696355	0.0023791150976707	0.00205960649386802	0.0031931116078554
-0.786124553624691	-0.00156482321025238	-1.40452362857016E-4	5.82380935236791E-4	-3.23460756604376E-4	0.00159086348206434	8.47896821952284E-4	0.00184520174661919	0.00207506065063922	0.00249630578271961	0.00245715927387191	0.00206295149186485	0.00327249042285385
-0.784263793364707	-0.0017661791380422	-3.72185178170424E-5	5.22037850380931E-4	-3.00900048370626E-4	0.00160944342136566	9.46739671141011E-4	0.00186162214254966	0.00207261256256887	0.00245916873713755	0.00251986845404761	0.00205291649787435	0.00332062056407461
-0.782399965749875	-0.002089786879133	7.11770194749275E-5	5.04496255946087E-4	-2.45993264476437E-4	0.00163433352873159	0.00108189213839907	0.00188222812959968	0.00205333386901477	0.00240085197024696	0.00255300299903129	0.00204075286879496	0.00334612235531846
-0.780527469995886	-0.00242346241661329	1.64087480010906E-4	5.35720294040108E-4	-1.57381326112551E-4	0.00166798775840946	0.001200570797459	0.00189414096586296	0.00201294041585383	0.00234804773355996	0.00254588317944802	0.00205078786278546	0.00335725694022774
-0.778657514973477	-0.00268378686611299	2.29016135180783E-4	6.12201645776024E-4	-5.27322577993701E-5	0.00170654989658202	0.00126276782841109	0.00187772056993249	0.00195143220308602	0.00231381201966398	0.00250480729723685	0.00210065874201097	0.00335402431880246
-0.776784481493646	-0.00285062463485314	2.68951333130457E-4	7.18503708051174E-4	4.40341534200903E-5	0.00173529621776519	0.00126142302774186	0.00183200103616527	0.00187401141786088	0.00229843496172766	0.00245551623858345	0.00219006141574449	0.00334755907595193
